priority,quarter,date,amount,vendor,description,receipt_state,candidate_count,confidence,best_source,project_code,project_source,rd_eligible,xero_next_step,xero_search,bank_line_id
1,Q3,2026-02-16,260.00,Candle Supplies Brisbane,SQ *CANDLE SUPPLIES BRISB1800595310 · NAB Visa ACT #8815,local_receipt_ready,3,98,xero_bill,ACT-HV,vendor_rule,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Candle Supplies Brisbane 260.00 2026-02-16,16522754-3edc-4193-a943-1508b72c7253
1,Q2,2025-10-14,239.00,Booking.com,Hotel at Booking.com Amsterdam · NAB Visa ACT #8815,local_receipt_ready,3,100,dext_receipt,ACT-IN,location,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Booking.com 239.00 2025-10-14,afe212ca-34e6-4d97-837c-a923eb17fc82
1,Q3,2026-03-09,237.70,Bussell Rural Co Pty Ltd T/AS Maleny Hardware & Rural,MALENY HARDWARE AND RURALMALENY · NAB Visa ACT #8815,local_receipt_ready,5,100,dext_receipt,ACT-FM,location,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Bussell Rural Co Pty Ltd T/AS Maleny Hardware & Rural 237.70 2026-03-09,13e2e8db-0466-4a3f-86a5-b0bab6eea456
1,Q3,2026-03-06,235.83,Maleny Landscaping Supplies,Mapleton Public House Mapleton · NAB Visa ACT #8815,local_receipt_ready,2,100,dext_receipt,ACT-FM,location,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Maleny Landscaping Supplies 235.83 2026-03-06,e820edbe-84e0-49a6-a7c5-f47ccc322360
1,Q3,2026-02-13,232.96,Candle Supplies Brisbane,AUSTRALIAN TOURIST PARK MYAMBA · NAB Visa ACT #8815,local_receipt_ready,2,100,dext_receipt,ACT-CP,manual_2026-05-14_nrma_yamba_cc,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Candle Supplies Brisbane 232.96 2026-02-13,ae7adc34-ee3b-43d0-965d-883637dccca2
1,Q3,2026-02-06,213.00,Liberty Maleny,LIBERTY MALENY Maleny · NAB Visa ACT #8815,local_receipt_ready,5,100,dext_receipt,ACT-FM,location,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Liberty Maleny 213.00 2026-02-06,c64c5444-3460-4942-b266-349a9acc1aac
1,Q3,2026-03-03,209.00,ADGE Hotel OPI Surry Hills,ADGE Hotel OPI Surry Hills · NAB Visa ACT #8815,local_receipt_ready,0,,,ACT-IN,vendor_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",ADGE Hotel OPI Surry Hills 209.00 2026-03-03,0af3236b-4dfe-4463-baba-9aa571ebef50
1,Q3,2026-03-20,203.22,DEFY,DEFYDESIGN.ORG SYDNEY · NAB Visa ACT #8815,local_receipt_ready,3,100,dext_receipt,ACT-GD,rule:vendor:defy-design-2026-04-29,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",DEFY 203.22 2026-03-20,a54ff6bb-7edc-403e-aaf3-cf21f3bbdd24
1,Q3,2026-02-23,202.50,Booking.com,Hotel at Booking.com Sydney · NAB Visa ACT #8815,local_receipt_ready,0,,,ACT-IN,vendor_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Booking.com 202.50 2026-02-23,0d8e77fd-8679-4cfe-89f8-9e25f6ee1d8c
1,Q3,2026-02-13,201.96,Hinterland Aviation,Hinterland Aviation Cairns · NAB Visa ACT #8815,local_receipt_ready,5,98,receipt_email,ACT-GD,vendor_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Hinterland Aviation 201.96 2026-02-13,710cc0b6-2e7d-403a-8db0-abd0884c562a
1,Q2,2025-12-17,197.47,Todd Tavern,IRIS TODD OPERATIONS P ALICE SPRINGS · NAB Visa ACT #8815,local_receipt_ready,3,95,receipt_email,ACT-GD,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Todd Tavern 197.47 2025-12-17,b6b973b1-892a-4acd-ac0d-458f880700a7
1,Q2,2025-10-15,194.75,Palm Island Motel,Hotel at Booking.com Sydney · NAB Visa ACT #8815,local_receipt_ready,4,100,dext_receipt,ACT-GD,trip_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Palm Island Motel 194.75 2025-10-15,67df9ee5-627d-4ed4-ad1a-ac022a64bb0c
1,Q3,2026-02-06,194.00,Liberty Maleny,LIBERTY MALENY Maleny · NAB Visa ACT #8815,local_receipt_ready,5,100,dext_receipt,ACT-FM,location,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Liberty Maleny 194.00 2026-02-06,258973d8-05cb-43af-b613-b94843e58138
1,Q3,2026-03-23,193.43,STEIGENBERGER HOTEL AM KANZLERAMT,STEIGENBERGER KANZLERA BERLIN · NAB Visa ACT #8815,local_receipt_ready,1,91,xero_transaction,ACT-IN,location,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",STEIGENBERGER HOTEL AM KANZLERAMT 193.43 2026-03-23,53a090a3-d8c6-4619-bda4-314dfe9468d7
1,Q3,2026-02-13,183.00,Qantas,QANTAS AIR 081HQI2VNRTWCMASCOT · NAB Visa ACT #8815,local_receipt_ready,5,99,xero_transaction,ACT-IN,location,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Qantas 183.00 2026-02-13,4320827d-579e-4a0d-be4e-e948d4424aee
1,Q2,2025-12-15,177.36,Budget,BUDGET RENT A CAR MASCOT · NAB Visa ACT #8815,local_receipt_ready,5,100,dext_receipt,ACT-IN,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Budget 177.36 2025-12-15,e4027134-cab7-4020-a7ce-66e76e93077b
1,Q3,2026-03-18,161.07,Seasons IGA Maleny,SEASONS SUPERMARKET 10 MALENY · NAB Visa ACT #8815,local_receipt_ready,2,100,dext_receipt,ACT-FM,location,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Seasons IGA Maleny 161.07 2026-03-18,89d17fe1-0fe4-408c-bf8f-082f2974d384
1,Q3,2026-02-17,160.70,Grand Hotel & Apartments Townsville,Grand Hotel and Apartm Fremantle · NAB Visa ACT #8815,local_receipt_ready,3,91,xero_bill,ACT-IN,vendor_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Grand Hotel & Apartments Townsville 160.70 2026-02-17,b0a3957d-af15-4301-9709-b4580d4994a5
1,Q2,2025-12-30,160.30,Piggyback,PIGGYBACK PALMWOODS · NAB Visa ACT #8815,local_receipt_ready,5,100,dext_receipt,ACT-FM,auto,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Piggyback 160.30 2025-12-30,239be7c6-f85b-4b84-9063-410997989cb2
1,Q3,2026-03-13,160.00,Orange Sky Australia,ORANGESKY STAFFORD · NAB Visa ACT #8815,local_receipt_ready,1,100,dext_receipt,ACT-IN,vendor_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Orange Sky Australia 160.00 2026-03-13,d05c1180-8ec0-44be-8813-bd5b66ee52d8
1,Q2,2025-12-24,159.74,Mobil Mobil Hamilton,GURCHARAN SINGH HAMILTON · NAB Visa ACT #8815,local_receipt_ready,3,100,dext_receipt,ACT-IN,trip_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Mobil Mobil Hamilton 159.74 2025-12-24,c0554802-cb94-4887-8393-a9ab42f5e1d2
1,Q3,2026-01-20,150.00,Hinterland Restrt,HINTERLAND RESTRNT COORAN · NAB Visa ACT #8815,local_receipt_ready,3,95,receipt_email,ACT-FM,auto,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Hinterland Restrt 150.00 2026-01-20,3c02b0c8-78af-45aa-bdee-bbff04dfe129
1,Q3,2026-03-24,150.00,Qantas Group Accommodation,Qantas Mascot · NAB Visa ACT #8815,local_receipt_ready,5,70,receipt_email,ACT-IN,location,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Qantas Group Accommodation 150.00 2026-03-24,42cd722e-8026-4437-9f2f-99bd698f61d9
1,Q2,2025-11-26,148.03,Budget Car and Truck Rental (NT),BUDGET RENT A CAR MASCOT · NAB Visa ACT #8815,local_receipt_ready,5,100,dext_receipt,ACT-IN,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Budget Car and Truck Rental (NT) 148.03 2025-11-26,8f0cd88d-e3d0-419d-aa26-5a6b2da59fe9
1,Q3,2026-03-23,145.05,SP HOLAFLY.COM DUBLIN,SP HOLAFLY.COM DUBLIN · NAB Visa ACT #8815,local_receipt_ready,0,,,ACT-IN,location,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",SP HOLAFLY.COM DUBLIN 145.05 2026-03-23,46757c07-4a21-43a9-b4ec-29f95509be9d
1,Q3,2026-01-21,140.13,Light Years Asian Diner,Light Years - Noosa Noosa Heads · NAB Visa ACT #8815,local_receipt_ready,3,100,dext_receipt,ACT-HV,vendor_rule,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Light Years Asian Diner 140.13 2026-01-21,4ce04622-0265-4443-94e8-b76e6e0a4296
1,Q2,2025-12-03,138.20,Hermit Park - Good Morning Coffee,Good Morning Coffee Tr Townsville · NAB Visa ACT #8815,local_receipt_ready,2,100,dext_receipt,ACT-HV,auto,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Hermit Park - Good Morning Coffee 138.20 2025-12-03,9c7a62b1-30c4-4d49-b057-a8f57841ce77
1,Q2,2025-12-23,138.07,Millicent Service Station,AMPOL 44480 MILLICENT · NAB Visa ACT #8815,local_receipt_ready,3,100,dext_receipt,ACT-IN,trip_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Millicent Service Station 138.07 2025-12-23,4ccc0a5d-6aa4-43a6-9f6e-07fe27e55336
1,Q2,2025-12-16,137.33,BP,BP CMPLX TENNANT CRK TENNANT CREEK · NAB Visa ACT #8815,local_receipt_ready,6,100,dext_receipt,ACT-GD,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",BP 137.33 2025-12-16,b24ac4e2-339f-4d19-9786-d4a5787990fd
1,Q3,2026-01-19,133.58,Liberty Maleny,MALENY HARDWARE AND RURALMALENY · NAB Visa ACT #8815,local_receipt_ready,5,100,dext_receipt,ACT-FM,location,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Liberty Maleny 133.58 2026-01-19,bd350c54-91ea-469a-bcbe-316eb551de7b
1,Q3,2026-02-03,133.02,Ti Tree Roadhouse,TI TREE RH 9787 TI TREE · NAB Visa ACT #8815,local_receipt_ready,3,100,dext_receipt,ACT-GD,location,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Ti Tree Roadhouse 133.02 2026-02-03,7a037c3b-33ae-4b95-90d0-5710b46e04d2
1,Q2,2025-11-17,131.69,Lotte Duty Free,LOTTE TRAVEL RETAIL MELBOURNE AIR · NAB Visa ACT #8815,local_receipt_ready,3,100,dext_receipt,ACT-IN,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Lotte Duty Free 131.69 2025-11-17,629f929c-63c9-4fb2-be27-bcab217e5961
1,Q2,2025-12-04,131.58,Bunnings Warehouse,BUNNINGS 416000 GARBUTT · NAB Visa ACT #8815,local_receipt_ready,4,100,dext_receipt,ACT-HV,auto,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Bunnings Warehouse 131.58 2025-12-04,25522a0e-91d2-480e-817e-05c5952d7ebc
1,Q3,2026-02-13,126.50,Amazon,AMAZON MARKETPLACE AU SYDNEY · NAB Visa ACT #8815,local_receipt_ready,0,,,ACT-IN,vendor_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Amazon 126.50 2026-02-13,0f197d0c-11ce-4e65-b5d0-4a2dd3b48be2
1,Q2,2025-12-05,124.79,Nighton Harvey,NIGHTOWL HERVEY RANG KIRWAN · NAB Visa ACT #8815,local_receipt_ready,1,100,dext_receipt,ACT-HV,auto,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Nighton Harvey 124.79 2025-12-05,133fe69c-be94-4914-9aed-6fef26801f66
1,Q3,2026-03-23,124.59,Supabase,SUPABASE SINGAPORE · NAB Visa ACT #8815,local_receipt_ready,0,,,ACT-IN,subscription,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Supabase 124.59 2026-03-23,1ebc6108-5a87-4910-947b-740e43dbf1b4
1,Q3,2026-02-23,124.47,Supabase,SUPABASE SINGAPORE · NAB Visa ACT #8815,local_receipt_ready,3,74,receipt_email,ACT-IN,subscription,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Supabase 124.47 2026-02-23,61ccf218-5832-4fbf-b302-4b76f9d8e2dc
1,Q2,2025-11-17,119.00,Car Park,FLYPARKS MARCOOLA · NAB Visa ACT #8815,local_receipt_ready,1,100,dext_receipt,ACT-IN,vendor_override,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Car Park 119.00 2025-11-17,721cb15e-53cb-49f0-8cd8-3d04e0a57245
1,Q3,2026-01-22,119.00,The Trustee For Maltek Trust,MALTEK PTY. LTD. DERRIMUT · NAB Visa ACT #8815,local_receipt_ready,3,100,dext_receipt,ACT-HV,vendor_rule,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",The Trustee For Maltek Trust 119.00 2026-01-22,adaf99d4-2eaa-4beb-9536-869f0aa4a924
1,Q3,2026-03-23,117.00,DoubleTree Alice Springs Alice Springs,DoubleTree Alice Springs Alice Springs · NAB Visa ACT #8815,local_receipt_ready,0,,,ACT-GD,location,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",DoubleTree Alice Springs Alice Springs 117.00 2026-03-23,f957191c-8e4e-43ca-a6d1-53669ab0206e
1,Q3,2026-03-16,113.49,Adobe Systems Software,Adobe Sydney · NAB Visa ACT #8815,local_receipt_ready,3,100,dext_receipt,ACT-IN,subscription,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Adobe Systems Software 113.49 2026-03-16,3e2d434b-3ce2-4724-be7f-c2d76500e976
1,Q3,2026-03-27,113.40,MALENY HARDWARE & RU,MALENY HARDWARE AND RURALMALENY · NAB Visa ACT #8815,local_receipt_ready,5,100,dext_receipt,ACT-FM,location,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",MALENY HARDWARE & RU 113.40 2026-03-27,d5f41c77-0d1b-47ac-bea1-7c8d19226df4
1,Q2,2025-10-08,112.16,Apple Pty Ltd,SUSHI GOSU PTY LTD Braitling · NAB Visa ACT #8815,local_receipt_ready,1,100,dext_receipt,ACT-GD,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Apple Pty Ltd 112.16 2025-10-08,2756c07e-7923-45cb-9db3-fbcb00156307
1,Q2,2025-11-11,110.94,BP,BP ALICE SPRINGS 1104 ALICE SPRINGS · NAB Visa ACT #8815,local_receipt_ready,5,100,dext_receipt,ACT-GD,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",BP 110.94 2025-11-11,3db32055-f468-4005-ac0e-bb097f7d3559
1,Q3,2026-03-04,108.00,Starlink,STARLINK INTERNET Sydney · NAB Visa ACT #8815,local_receipt_ready,0,,,ACT-FM,subscription,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Starlink 108.00 2026-03-04,10c4b59d-52bd-4a1d-92c0-2a223db6c2df
1,Q3,2026-03-23,102.15,Holafly,SP HOLAFLY.COM DUBLIN · NAB Visa ACT #8815,local_receipt_ready,3,66,xero_bill,ACT-IN,location,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Holafly 102.15 2026-03-23,dfd413a3-e0b1-4777-9ffe-4d8d555261d4
1,Q2,2025-10-31,100.00,Uber,LIBERTY MALENY Maleny · NAB Visa ACT #8815,local_receipt_ready,6,100,dext_receipt,ACT-FM,auto,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Uber 100.00 2025-10-31,68935c95-92e3-476d-94f5-e0e96219d148
1,Q3,2026-02-02,99.89,Voyages Indigenous Tourism Australia Pty Ltd,VTC-ONLINETOURING YULARA · NAB Visa ACT #8815,local_receipt_ready,1,100,dext_receipt,ACT-GD,location,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Voyages Indigenous Tourism Australia Pty Ltd 99.89 2026-02-02,ffc83a70-e730-4d88-98bc-1bcb92eada5b
1,Q3,2026-02-17,93.40,Amazon,AMAZON MARKETPLACE AU SYDNEY · NAB Visa ACT #8815,local_receipt_ready,0,,,ACT-IN,vendor_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Amazon 93.40 2026-02-17,20fe859c-e035-44f9-91ca-a744604cfd9c
1,Q2,2025-12-15,81.97,The Roastery Cafe,SQ *THE ROASTERY CAFE Ciccone · NAB Visa ACT #8815,local_receipt_ready,5,95,xero_bill,ACT-GD,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",The Roastery Cafe 81.97 2025-12-15,3710a60c-4895-45ad-ac73-f908012105ee
1,Q3,2026-03-30,81.10,M15 Restaurant Kft.,SQ *POCKY ASIAN RESTAURANMaleny · NAB Visa ACT #8815,local_receipt_ready,1,100,dext_receipt,ACT-FM,location,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",M15 Restaurant Kft. 81.10 2026-03-30,6c519625-328b-447d-aa70-4abcbae35828
1,Q2,2025-12-17,77.72,Hanuman Alice Springs,Hanuman Restaurant Ali Alice Springs · NAB Visa ACT #8815,local_receipt_ready,5,100,dext_receipt,ACT-GD,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Hanuman Alice Springs 77.72 2025-12-17,bd1599b6-570b-42ee-a80c-83990391b65d
1,Q3,2026-02-02,76.00,Google Australia,PARKS AUSTRALIA CANBERRA · NAB Visa ACT #8815,local_receipt_ready,1,100,dext_receipt,ACT-IN,location,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Google Australia 76.00 2026-02-02,2b1a8747-5ff1-4905-a79f-b876432b477b
1,Q3,2026-02-10,75.39,Notion Labs,"NOTION LABS, INC. NOTION.SO CA · NAB Visa ACT #8815",local_receipt_ready,2,98,xero_bill,ACT-IN,subscription,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Notion Labs 75.39 2026-02-10,417e9dc5-c16c-4d38-bbb9-5e8e0aaf7c80
1,Q2,2025-12-15,75.00,Uber,XERO AU INV-48632847 HAWTHORN · NAB Visa ACT #8815,local_receipt_ready,2,100,receipt_email,ACT-IN,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Uber 75.00 2025-12-15,cb217af4-d7cc-4809-9777-4763008414f3
1,Q2,2025-10-13,75.00,Uber,XERO AU INV-47121513 HAWTHORN · NAB Visa ACT #8815,local_receipt_ready,4,100,dext_receipt,ACT-IN,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Uber 75.00 2025-10-13,2aebbc5b-0591-4cf7-9d5a-36ee866dbde5
1,Q2,2025-12-15,73.67,DuYu Coffee,SQ *DUYU COFFEE ROASTERS Ciccone · NAB Visa ACT #8815,local_receipt_ready,3,95,xero_bill,ACT-GD,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",DuYu Coffee 73.67 2025-12-15,3ae90abc-a7ee-4251-8eb2-fc658064ee93
1,Q3,2026-03-30,70.40,BOLT FN CO,BOLT IN CO MAROOCHYDORE · NAB Visa ACT #8815,local_receipt_ready,3,100,dext_receipt,ACT-FM,location,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",BOLT FN CO 70.40 2026-03-30,74f8afab-78d3-46b2-98ef-ca169995f2c2
1,Q3,2026-02-06,69.93,Page 27,PAGE 27 CAFE ALICE SPRINGS · NAB Visa ACT #8815,local_receipt_ready,5,98,receipt_email,ACT-GD,location,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Page 27 69.93 2026-02-06,31a38307-982e-4e2d-9c7d-7acb5298b5f0
1,Q3,2026-02-03,67.98,Google Australia,Google Workspace_theharveSydney · NAB Visa ACT #8815,local_receipt_ready,5,95,receipt_email,ACT-HV,vendor_rule,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Google Australia 67.98 2026-02-03,0ceb8d49-173a-4113-a9a0-75c5dd03f091
1,Q3,2026-01-05,67.98,Google Australia,Google Workspace_theharveSydney · NAB Visa ACT #8815,local_receipt_ready,5,95,xero_bill,ACT-HV,vendor_rule,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Google Australia 67.98 2026-01-05,9c8e9458-6362-44d0-a405-1f32aee14d1a
1,Q3,2026-03-03,67.98,Google Australia Pty Limited,Google Workspace_theharveSydney · NAB Visa ACT #8815,local_receipt_ready,5,98,receipt_email,ACT-HV,vendor_rule,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Google Australia Pty Limited 67.98 2026-03-03,c0df343e-3750-4629-bf09-308b70a2e8db
1,Q2,2025-12-23,67.70,BANK ST AND CO,Bank St + Co Port Fairy · NAB Visa ACT #8815,local_receipt_ready,3,100,dext_receipt,ACT-IN,trip_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",BANK ST AND CO 67.70 2025-12-23,9552166c-7e08-4bc4-933d-62ad6a140c7b
1,Q3,2026-02-02,61.72,Reddy Express,Reddy Express 1902 Alice Springs · NAB Visa ACT #8815,local_receipt_ready,5,100,dext_receipt,ACT-GD,location,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Reddy Express 61.72 2026-02-02,7f981798-fb68-4db4-83ba-ce51057a44df
1,Q2,2025-12-04,61.42,Liberty Idalia,LIBERTY IDALIA IDALIA · NAB Visa ACT #8815,local_receipt_ready,3,98,xero_bill,ACT-HV,trip_rule,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Liberty Idalia 61.42 2025-12-04,376b6c68-16fa-4fbc-aa6e-8b18cfb7cf5c
1,Q2,2025-11-03,60.00,OpenAI,SQ *ROSEBEDANDFINCH Eudlo · NAB Visa ACT #8815,local_receipt_ready,1,100,dext_receipt,ACT-FM,trip_rule,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",OpenAI 60.00 2025-11-03,4a1ab9bf-e77a-456e-a502-c30a2f2544be
1,Q2,2025-12-02,55.96,Hermit Park - Good Morning Coffee,Good Morning Coffee Tr Townsville · NAB Visa ACT #8815,local_receipt_ready,5,98,receipt_email,ACT-HV,auto,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Hermit Park - Good Morning Coffee 55.96 2025-12-02,71b793dd-d818-416c-a357-31e49d6d82cc
1,Q2,2025-12-18,52.36,Uber,UBER *EATS HELP.UBER.COM Sydney · NAB Visa ACT #8815,local_receipt_ready,6,100,dext_receipt,ACT-GD,trip_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Uber 52.36 2025-12-18,027a31cc-d43b-4a53-af37-cded0433c1c4
1,Q2,2025-12-04,44.90,Sunshine Coast Council,TOWNSVILLE CITY COUNCI STUART · NAB Visa ACT #8815,local_receipt_ready,5,100,dext_receipt,ACT-HV,auto,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Sunshine Coast Council 44.90 2025-12-04,e6f141d4-caef-4077-87ad-376a219e7526
1,Q2,2025-12-15,42.83,Budget Petrol Mascot,VEZINA PL MASCOT · NAB Visa ACT #8815,local_receipt_ready,1,100,dext_receipt,ACT-IN,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Budget Petrol Mascot 42.83 2025-12-15,1e0b1335-bb59-4f6e-a749-ce175f20be58
1,Q3,2026-02-03,40.16,F V Snowdon And J R Rowden,J R ROWDEN AND F V SNO ALICE SPRINGS · NAB Visa ACT #8815,local_receipt_ready,5,100,dext_receipt,ACT-GD,location,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",F V Snowdon And J R Rowden 40.16 2026-02-03,c0d118c5-3ca0-4dc0-af43-177ccb704c77
1,Q3,2026-01-08,39.09,Dept of Transport & Main Roads,TRANSPORTMAINRDS BRISBANE · NAB Visa ACT #8815,local_receipt_ready,1,100,dext_receipt,ACT-IN,vendor_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Dept of Transport & Main Roads 39.09 2026-01-08,af0af627-f86e-4464-a23d-721ceeae5d7d
1,Q2,2025-10-29,37.93,SSP Australia Catering,SMP*Gone Bonkers Disc72 Maleny · NAB Visa ACT #8815,local_receipt_ready,6,100,dext_receipt,ACT-FM,auto,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",SSP Australia Catering 37.93 2025-10-29,6543fb28-5eb7-4d26-a2ec-b1ebd62611d1
1,Q2,2025-12-16,37.84,F V Snowdon And J R Rowden,J R ROWDEN AND F V SNO ALICE SPRINGS · NAB Visa ACT #8815,local_receipt_ready,5,100,dext_receipt,ACT-GD,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",F V Snowdon And J R Rowden 37.84 2025-12-16,d9ca2271-7bab-4660-bd79-05cbd863f88e
1,Q2,2025-12-04,35.00,Belong,BELONG MELBOURNE · NAB Visa ACT #8815,local_receipt_ready,4,98,receipt_email,ACT-FM,auto,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Belong 35.00 2025-12-04,b44c4278-fa4b-4e43-85bb-a6ecc9234bf6
1,Q2,2025-11-04,35.00,Belong,BELONG MELBOURNE · NAB Visa ACT #8815,local_receipt_ready,5,99,xero_transaction,ACT-FM,auto,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Belong 35.00 2025-11-04,054a0eab-7c0a-4339-b181-1184cf3d665f
1,Q3,2026-03-04,35.00,Belong,BELONG MELBOURNE · NAB Visa ACT #8815,local_receipt_ready,1,98,receipt_email,ACT-FM,subscription,false,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Belong 35.00 2026-03-04,e5de3c94-b5bb-473c-bdd6-1e639883fd09
1,Q3,2026-02-11,33.88,The Banhmi House,BANH MI HOUSE QLD PL EVERTON PARK · NAB Visa ACT #8815,local_receipt_ready,5,100,xero_me,ACT-IN,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",The Banhmi House 33.88 2026-02-11,1d66fce6-237b-43fa-b12a-b3637fdee780
1,Q2,2025-12-01,33.75,ChatGPT,OPENAI *CHATGPT SUBSCR OPENAI.COM CA · NAB Visa ACT #8815,local_receipt_ready,5,100,receipt_email,ACT-IN,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",ChatGPT 33.75 2025-12-01,f7fee944-df44-495d-8739-6a3fadf83ede
1,Q3,2026-02-19,28.46,Superdesign,SUPERDESIGN DEV ST LEONARDS · NAB Visa ACT #8815,local_receipt_ready,1,98,xero_bill,ACT-IN,vendor_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Superdesign 28.46 2026-02-19,0d051d34-7750-4b6a-989d-761952afe434
1,Q2,2025-10-13,25.71,Uber,UBER *BUSINESS HELP.UBER.Sydney · NAB Visa ACT #8815,local_receipt_ready,6,100,dext_receipt,ACT-GD,trip_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Uber 25.71 2025-10-13,93f3551a-bb33-43dd-8bb1-ac8cb64c0458
1,Q3,2026-01-27,25.38,Bornga - Sydney,BORNGA SYDNEY PTY LTD SYDNEY · NAB Visa ACT #8815,local_receipt_ready,5,100,xero_me,ACT-IN,auto,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Bornga - Sydney 25.38 2026-01-27,bd9be0ef-40fc-4fda-9f50-93a34fd9406c
1,Q2,2025-12-18,22.92,Uber,UBER *TRIP HELP.UBER.COM Sydney · NAB Visa ACT #8815,local_receipt_ready,5,97,xero_bill,ACT-GD,trip_rule,true,"Approve matching Xero Expenses draft or create spend-money, then reconcile.",Uber 22.92 2025-12-18,86cf721d-0816-40c5-8546-88f78b6207b1
