date,contact_name,total,project_code,entity_code,bank_account,has_attachments,is_reconciled,rd_eligible,rd_category,status
2026-02-06,NAB,1.26,ACT-HQ,ACT-ST,NAB Visa ACT #8815,false,true,false,,AUTHORISED
2026-02-06,NAB,1.11,ACT-HQ,ACT-ST,NAB Visa ACT #8815,false,true,false,,AUTHORISED
2026-02-05,Flight Bar Witta,88.95,ACT-HV,ACT-ST,NAB Visa ACT #8815,false,true,false,,AUTHORISED
2026-02-05,Southern Providore,76.09,ACT-JP,ACT-ST,NAB Visa ACT #8815,true,true,false,,AUTHORISED
2026-02-05,Taxi Receipt,51.44,ACT-GD,ACT-ST,NAB Visa ACT #8815,true,true,true,supporting,AUTHORISED
2026-02-05,HighLevel,35.85,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,false,true,core,AUTHORISED
2026-02-05,HighLevel,35.85,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,false,true,core,AUTHORISED
2026-02-05,Uber,32.37,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-02-04,Thrifty,866.42,ACT-GD,ACT-ST,NAB Visa ACT #8815,true,false,true,supporting,AUTHORISED
2026-02-04,Tennant Creek Retreat,220,ACT-10,ACT-ST,NAB Visa ACT #8815,true,true,false,,AUTHORISED
2026-02-04,BP,161.9,ACT-GD,ACT-ST,NAB Visa ACT #8815,true,false,true,supporting,AUTHORISED
2026-02-04,BP,125.7,ACT-GD,ACT-ST,NAB Visa ACT #8815,true,true,true,supporting,AUTHORISED
2026-02-03,Northern Territory Government,1459.25,ACT-GD,ACT-ST,NAB Visa ACT #8815,true,false,true,supporting,AUTHORISED
2026-02-03,Qantas Group Accommodation,140,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-02-03,Ti Tree Farm Garden,103.76,ACT-GD,ACT-ST,NAB Visa ACT #8815,true,true,true,supporting,AUTHORISED
2026-02-03,Devils Marbles Hotel,87.94,ACT-GD,ACT-ST,NAB Visa ACT #8815,true,false,true,supporting,AUTHORISED
2026-02-03,DocPlay,9.99,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-02-02,Woolworths,88.43,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-02-02,Uber,46.41,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-02-02,Anthropic,15.85,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-02-02,Linktree,15.78,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-02-02,NAB,2.17,ACT-HQ,ACT-ST,NAB Visa ACT #8815,false,true,false,,AUTHORISED
2026-02-02,Exa Labs,0.79,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,false,true,core,AUTHORISED
2026-02-02,NAB,0.55,ACT-HQ,ACT-ST,NAB Visa ACT #8815,false,true,false,,AUTHORISED
2026-02-01,X Global LLC,62,ACT-DO,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-31,Shell,106.49,ACT-GD,ACT-ST,NAB Visa ACT #8815,true,true,true,supporting,AUTHORISED
2026-01-30,Qantas Group Accommodation,145,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-30,Qantas Group Accommodation,135,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-30,Qantas Group Accommodation,130,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-30,The Roastery Cafe,82.98,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-30,Squarespace,72.9,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-30,Garmin Australasia,25,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-30,NAB Fee,2.55,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-30,NAB,1.96,ACT-HQ,ACT-ST,NAB Visa ACT #8815,false,true,false,,AUTHORISED
2026-01-30,NAB,1.1,ACT-HQ,ACT-ST,NAB Visa ACT #8815,false,true,false,,AUTHORISED
2026-01-29,Dialpad,56,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-28,Nest In Witta,44.88,ACT-HV,ACT-ST,NAB Visa ACT #8815,true,true,false,,AUTHORISED
2026-01-28,Uber,28.47,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-28,Uber,12.75,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-27,Qantas,431.73,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-27,Easel Software,312.71,ACT-DO,ACT-ST,NAB Visa ACT #8815,true,false,true,core,AUTHORISED
2026-01-27,HighLevel,143.68,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-27,Qantas,110,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-27,Mighty Networks,71.72,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-27,Webflow,46.69,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-27,Webflow,38.23,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-27,Audible,16.45,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-27,NAB Fee,10.95,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-27,Railway Corporation,7.32,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-27,NAB Fee,5.03,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-27,NAB Fee,2.51,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-27,NAB,1.63,ACT-HQ,ACT-ST,NAB Visa ACT #8815,false,true,false,,AUTHORISED
2026-01-27,NAB Fee,1.34,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-27,NAB,0.26,ACT-HQ,ACT-ST,NAB Visa ACT #8815,false,true,false,,AUTHORISED
2026-01-26,IGA,366.58,ACT-GD,ACT-ST,NAB Visa ACT #8815,true,false,true,supporting,AUTHORISED
2026-01-26,Woolworths,124.89,ACT-GD,ACT-ST,NAB Visa ACT #8815,true,true,true,supporting,AUTHORISED
2026-01-26,Apple Pty Ltd,29.99,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-26,Stradbroke Flyer Gold Cats,22,ACT-JH,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-26,7-Eleven,11.5,ACT-EL,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-26,Perrys Seafood,5.77,ACT-JH,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-25,Complete Entertainment eXchange,540,ACT-EL,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-25,Canva,17.99,ACT-IN,ACT-ST,NM Personal ,true,false,true,core,AUTHORISED
2026-01-24,Liberty Maleny,323.67,ACT-GD,ACT-ST,NAB Visa ACT #8815,true,true,true,supporting,AUTHORISED
2026-01-23,Ampol,95.66,ACT-RA,ACT-ST,NAB Visa ACT #8815,true,true,false,,AUTHORISED
2026-01-23,Dept of Transport & Main Roads,78.18,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-23,Railway Corporation,5,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,false,true,core,AUTHORISED
2026-01-23,NAB Fee,4.44,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-23,NAB Fee,3.18,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-23,NAB Fee,1.66,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-23,NAB Fee,0.41,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-22,Qantas,541.73,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,false,true,core,AUTHORISED
2026-01-22,Landingfolio,59,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,false,true,core,AUTHORISED
2026-01-22,Webflow,46.87,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-22,Unknown Supplier,43.1,ACT-JH,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-22,Bornga - Sydney,25.38,ACT-JH,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-22,Fat Thaiger,5.58,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,false,true,core,AUTHORISED
2026-01-21,Supabase,126.22,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-21,Supabase,85,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,false,true,core,DELETED
2026-01-21,Supabase,85,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,false,true,core,DELETED
2026-01-21,Nest In Witta,35.7,ACT-HV,ACT-ST,NAB Visa ACT #8815,true,true,false,,AUTHORISED
2026-01-21,NAB Fee,1.08,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-20,NAB Fee,0.52,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-19,Uber,59.21,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-19,Uber,41.2,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-19,Updoc,39.95,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-19,Uber,13.04,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-19,NAB Fee,2.43,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-19,NAB Fee,1.19,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-19,NAB Fee,1.08,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-19,NAB Fee,1.05,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-17,Cognition AI,30.91,ACT-DO,ACT-ST,NAB Visa ACT #8815,true,false,true,core,AUTHORISED
2026-01-17,Vercel,20,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,false,true,core,AUTHORISED
2026-01-17,Vercel,20,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,false,true,core,AUTHORISED
2026-01-17,Vercel,20,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,false,true,core,DELETED
2026-01-16,Webflow,68.93,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-15,Telstra,80,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-15,NAB Fee,2.42,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-14,RW Pacific Traders,2000,ACT-GD,ACT-ST,NAB Visa ACT #8815,true,false,true,supporting,AUTHORISED
2026-01-14,Webflow,68.98,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-14,NAB Fee,1.52,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-14,NAB Fee,1.1,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-14,NAB Fee,0.26,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-13,Uber,54.97,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-13,Uber,48.31,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-12,Obsidian,5,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,false,true,core,AUTHORISED
2026-01-12,NAB Fee,2.77,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-12,NAB Fee,1.52,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-12,NAB Fee,0.58,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-12,NAB Fee,0.58,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-11,Wifi Onboard,19.95,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-11,Anthropic,16.41,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-09,Webflow,43.3,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-09,NAB Fee,9.63,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-09,NAB Fee,1.04,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-09,NAB Fee,0.63,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-08,Uber,128.73,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-08,Uber,9.99,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-07,Uber,38.58,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-07,Bitwarden,17.75,ACT-DO,ACT-ST,NAB Visa ACT #8815,true,false,true,core,AUTHORISED
2026-01-07,NAB Fee,1.31,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-06,Uber,66.07,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-06,NAB Fee,5.59,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-05,Uber,54.51,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-05,HighLevel,37.48,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-05,HighLevel,25,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,false,true,core,DELETED
2026-01-05,HighLevel,25,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,false,true,core,DELETED
2026-01-05,Uber,19.76,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-05,NAB Fee,5.25,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-05,NAB Fee,2.17,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-05,NAB Fee,1.73,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-05,NAB Fee,0.63,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-05,NAB Fee,0.58,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-03,Zapier,49.29,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-02,STARLINK INTERNET SERVICES,150,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
2026-01-02,NAB Fee,1.15,ACT-IN,ACT-ST,NAB Visa ACT #8815,false,true,true,core,AUTHORISED
2026-01-01,Anthropic,16.49,ACT-IN,ACT-ST,NAB Visa ACT #8815,true,true,true,core,AUTHORISED
