name,abn,tier,supply_nation,entity_type,sector,state,remoteness,seifa_decile,latest_revenue,donates_to_party,party_donations
"Griffith Local Aboriginal Land Council","79251966502","self_identified","false","foundation","indigenous","NSW","Outer Regional Australia","4","6361737","false",""
"La Perouse Local Aboriginal Land Council","89136607167","self_identified","false","charity","Indigenous","NSW","Major Cities of Australia","7","6129362","false",""
"Keogh Bay People Pty Ltd","78605912516","acnc_indigenous","true","social_enterprise","Business & strategic planning services","ACT","Major Cities of Australia","8","6120830","false",""
"Corroboree Certis Indigenous Corporation","71306642945","oric","false","indigenous_corp","Community","ACT","Major Cities of Australia","10","6069798","false",""
"Walgett Local Aboriginal Land Council","11339249064","self_identified","false","charity","Arts & Culture","NSW","Remote Australia","2","6025521","false",""
"NSWALC EMPLOYMENT AND TRAINING LTD","27634467244","acnc_indigenous","true","charity","Social Welfare","NSW","Inner Regional Australia","6","5868990","false",""
"Winangali Pty Ltd","96886548400","acnc_indigenous","true","social_enterprise","Policy review and evaluation","ACT","Major Cities of Australia","7","5861878","false",""
"Tiwi Land Council","86106441085","self_identified","false","foundation","indigenous","NT","Outer Regional Australia","9","5831966","false",""
"Bokhara Projects Pty Ltd","85619368348","acnc_indigenous","true","social_enterprise","Engineering consulting services","ACT","Major Cities of Australia","9","5830168","false",""
"Murri Watch Aboriginal and Torres Strait Islander Corporation","75628946046","oric","false","indigenous_corp","Community","QLD","Major Cities of Australia","8","5763393","false",""
"MGC BUILDING AND MAINTENANCE PTY. LTD.","92166544716","acnc_indigenous","true","charity","Social Welfare","","Very Remote Australia","2","5701449","false",""
"Tamworth Aboriginal Medical Service - Aboriginal Corporation","53436361459","oric","false","indigenous_corp","Health","NSW","Outer Regional Australia","3","5677562","false",""
"Shine Recruitment Pty Ltd","67139967785","acnc_indigenous","true","social_enterprise","Management consulting & consultants","ACT","Major Cities of Australia","4","5673206","false",""
"Queensland Aboriginal & Torres Strait Islander Child Protection Peak Limited","21132666525","self_identified","false","charity","","QLD","Major Cities of Australia","10","5625534","false",""
"TORRES STRAIT ISLAND REGIONAL COUNCIL","15292645165","self_identified","false","company","","QLD","Very Remote Australia","1","5540273","false",""
"Orange Local Aboriginal Land Council","80684262632","self_identified","true","charity","","NSW","Inner Regional Australia","6","5492329","false",""
"Birrang Enterprise Development Co Ltd","39106904545","acnc_indigenous","true","charity","","NSW","Inner Regional Australia","6","5492044","false",""
"Bradshaw & Timber Creek Contracting & Resource Co Pty Ltd","22131484798","acnc_indigenous","true","social_enterprise","Demolition services","NT","Very Remote Australia","1","5381840","false",""
"Moogji Aboriginal Council East Gippsland Inc","40573268875","self_identified","false","charity","","VIC","Remote Australia","2","5282498","false",""
"Kullarri Regional Communities Indigenous Corporation","29575527420","oric","false","indigenous_corp","housing","WA","Very Remote Australia","3","5138959","false",""
"Worawa Aboriginal College Limited","18371286615","self_identified","false","charity","Education","VIC","Inner Regional Australia","6","5096614","false",""
"Koorie Heritage Trust Inc","72534020156","self_identified","false","foundation","arts","VIC","Major Cities of Australia","4","5050850","false",""
"Orange Aboriginal Corporation Health Service","13725675136","oric","false","indigenous_corp","Health","NSW","Inner Regional Australia","6","5038857","false",""
"MURU MITTIGAR LIMITED","45093341943","acnc_indigenous","true","charity","","NSW","Major Cities of Australia","5","5006611","false",""
"Arrow Projects Pty Ltd","12615447124","acnc_indigenous","true","social_enterprise","Business & strategic planning services","ACT","Major Cities of Australia","10","4918679","false",""
"PKKP ENTERPRISES LIMITED","49631476876","acnc_indigenous","true","charity","Social Welfare","WA","Very Remote Australia","9","4840725","false",""
"Australian Indigenous Doctors' Association Ltd","84131668936","self_identified","false","charity","","ACT","Major Cities of Australia","10","4822984","false",""
"YOOWINNA WURNALUNG ABORIGINAL HEALING SERVICE LIMITED","77627581275","self_identified","false","charity","","VIC","Outer Regional Australia","2","4755081","false",""
"AbSec- NSW Child, Family and Community Peak Aboriginal Corporation","22477168898","oric","false","indigenous_corp","Community","NSW","Major Cities of Australia","4","4725262","false",""
"Darkinjung Local Aboriginal Land Council","99583297167","self_identified","false","charity","Social Welfare","NSW","Inner Regional Australia","4","4703653","false",""
"PY Ku Aboriginal Corporation","74039416226","oric","false","indigenous_corp","Community","NT","Very Remote Australia","1","4663340","false",""
"Anangu Mining Charitable Trust","69683318068","self_identified","false","foundation","arts","","Major Cities of Australia","8","4645149","false",""
"Moorundi Aboriginal Community Controlled Health Service Limited","51885775376","self_identified","false","charity","Health","SA","Inner Regional Australia","1","4603207","false",""
"Aboriginal Corporation of Tasmania Legal Services","84832275866","oric","false","indigenous_corp","Social Welfare","TAS","Inner Regional Australia","8","4586343","false",""
"Indigenous Capital Limited","36106064993","self_identified","false","foundation","indigenous","NSW","Major Cities of Australia","4","4575346","false",""
"Dareton Local Aboriginal Land Council","12188171811","self_identified","false","charity","Environment","","Outer Regional Australia","1","4506041","false",""
"Indigenous Consumer Assistance Network Ltd","62127786092","self_identified","false","charity","Social Welfare","QLD","Outer Regional Australia","3","4494532","false",""
"Birubi Australia Pty Ltd","12164458628","acnc_indigenous","true","social_enterprise","Landscaping","SA","Major Cities of Australia","8","4473120","false",""
"Jurnambanga Aboriginal Corporation","23198072193","oric","false","indigenous_corp","Social Welfare","WA","Major Cities of Australia","10","4452284","false",""
"Hermannsburg Region Aboriginal Charitable Trust","80759079329","self_identified","false","foundation","indigenous","NT","Very Remote Australia","1","4440579","false",""
"Coffs Harbour & District Local Aboriginal Land Council","64178399734","self_identified","true","charity","Environment","NSW","Outer Regional Australia","4","4423749","false",""
"Remote Area Aboriginal and Torres Strait Islander Corporation","29076247836","oric","false","indigenous_corp","Community","QLD","Outer Regional Australia","3","4391035","false",""
"Queensland Council Of Social Service Ltd","11781477447","self_identified","false","charity","Social Welfare","QLD","Major Cities of Australia","8","4390125","false",""
"UNEARTH TALENT PTY LTD","37628769835","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","9","4383269","false",""
"Christian Aboriginal Parent Directed School","41741294178","self_identified","false","charity","Education","WA","Very Remote Australia","1","4313356","false",""
"Condobolin Aboriginal Health Service Aboriginal Corporation","23381720566","oric","false","indigenous_corp","Health","NSW","Remote Australia","2","4284720","false",""
"Wurundjeri Woi-wurrung Cultural Heritage Aboriginal Corporation","54272749968","oric","true","indigenous_corp","Arts & Culture","VIC","Major Cities of Australia","9","4269905","false",""
"Geared Up Culcha Pty Ltd","42162599813","acnc_indigenous","true","social_enterprise","Branding","ACT","Major Cities of Australia","10","4256704","false",""
"Elizabeth Morgan House Aboriginal Women's Services Inc","95738551437","self_identified","false","charity","Human Rights","VIC","Major Cities of Australia","9","4193311","false",""
"Worn Gundidj Aboriginal Co-Op Ltd","13986701465","self_identified","false","charity","","VIC","Inner Regional Australia","5","4161694","false",""
"Nunyara Aboriginal Health Service. Inc","52368663383","self_identified","false","charity","Health","SA","Outer Regional Australia","1","4136181","false",""
"Wila Gutharra Community Aboriginal Corporation","45637795782","oric","false","indigenous_corp","Education","WA","Very Remote Australia","3","4081750","false",""
"Nallawilli Technology Pty Limited","99606710007","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","10","4070429","false",""
"INDIGENOUS MINING SERVICES PTY LTD","12130791329","self_identified","true","charity","Social Welfare","WA","Major Cities of Australia","8","4064211","false",""
"National Native Title Council Ltd","32122833158","self_identified","false","charity","Indigenous","WA","Major Cities of Australia","4","4022305","false",""
"CONGRESS OF ABORIGINAL AND TORRES STRAIT ISLANDER NURSES AND MIDWIVES LIMITED","64085000120","self_identified","false","charity","Health","QLD","Major Cities of Australia","9","4014811","false",""
"North Australian Indigenous Land And Sea Management Alliance Limited","80149061174","self_identified","false","charity","","NT","Outer Regional Australia","7","4001448","false",""
"Budja Budja Aboriginal Co-Operative Limited","49923294600","self_identified","false","charity","Health","VIC","Outer Regional Australia","7","3995698","false",""
"Integrity Health & Safety PTY LTD","20601574716","acnc_indigenous","true","social_enterprise","Health","ACT","Major Cities of Australia","4","3963554","false",""
"Buri Building & Design Pty Ltd","24141610915","acnc_indigenous","true","social_enterprise","Building repair services","NSW","Major Cities of Australia","7","3946957","false",""
"The Trustee For The Queensland Aboriginal And Torres Strait Islander Foundation","18119475872","self_identified","false","foundation","indigenous","QLD","Major Cities of Australia","6","3936393","false",""
"Circular Head Aboriginal Corporation","77644522576","oric","false","indigenous_corp","Health","TAS","Remote Australia","2","3907093","false",""
"Queensland Council for LGBTI Health","58039823994","self_identified","false","charity","Health","QLD","Major Cities of Australia","9","3904152","false",""
"Wagga Wagga Local Aboriginal Land Council","23774893265","self_identified","false","charity","","NSW","Outer Regional Australia","5","3880339","false",""
"Tranby Aboriginal Co-operative Limited","82479284570","self_identified","true","charity","Indigenous","NSW","Major Cities of Australia","6","3863462","false",""
